Comments,sentiment
♥,1.0
":). Cute, cool body",0.45
Super cute. Way to go little guy 😎,0.21527777777777776
No he better than me #Savetree @rivaldaandiyani,0.5
What too celebrate people destroying planet animals plants i love planet nature but not 90% off people,0.15
Happy earth day to,0.8
What too celebrate people destroying planet animals plants i love planet nature but not 90% off people,0.15
Happy earth day to,0.8
What too celebrate people destroying planet animals plants i love planet nature but not 90% off people,0.15
Happy earth day to,0.8
Ok,0.5
"@martinscorsese_ OFFER ME MOVIE ROVE? @vindiesel @leonardodicapriofdn BEFORE IT'S TO LATE LISTEN TO ME ONE OF THE BEST GENIUS..STOP IMMEDIATELY GAS STATION AROUND THE GLOBE! WHEN WE HAVE A FAIR AMOUNT OF TREES THEN.. OXYGEN WILL TRANSFORM INTO GREAT ENERGY FOR OUR PLANET.. THAT MEAN (RESET) PLANET SPEED CHANGE .. ROTATION SPEED...THEN..CLIMATE CHANGE NORMALLY AND ANIMALS BECOMES HAPPY !! BUT, CLIMATE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP GAS STATION!!! CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP TO BUILD CITY. CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT BUILD FOREST. TREE IS LIKE GOLD!!! IS ALL ABOUT TREE..WE NEED BACK ALL THE TREE.. THEN AUTOMATICALLY PLANET WILL CHANGE BACK LIKE 200 YEARS AGO..WATER BECOMES CLEAN..JUST BELIEVED ME AND FOR START SEND ME ᴍᴏɴᴇʏ 💴 I AM AN HERO!! THE BEST STATION EVER IS ELECTRIC VEHICLE CHARGING STATION. TO SAVE OUR PLANET AND FOR CLEAN WATER STOP GAS STATION! AND BUILD FOREST!!!!!!!! I AM GOD!!!!!I'm sad because I don't have ᴍᴏɴᴇʏ, ɴᴏᴛʜɪɴɢ ʙᴇᴛᴛᴇʀ ᴛʜᴀɴ ᴀ 2018 ғᴜʟʟ ᴏғ ᴍᴏɴᴇʏ 💴 Ok ᴍᴀᴋᴇ ᴍᴇ ʜᴀᴘᴘʏ, make me smile! @leonardodicaprio @vindiesel 🅳🅾🅽🅰🆃🅴 ɴᴏᴡ ᴛᴏ ʜᴇʟᴘ, ʙᴀɴᴋ ᴅᴇᴛᴀɪʟs :: ʙᴀɴᴋ ɴᴀᴍᴇ: NORDEA BANK FINLAND PLCʀᴇᴄᴇɪᴠᴇʀ: Jerome Merla ᴀᴄᴄᴏᴜɴᴛ ɴᴜᴍʙᴇʀ:FI96 1107 3500 3521 94ɪʙᴀɴ: FI96 1107 3500 3521 94ʙɪᴄ: NDEAFIHHNORDEA BANK FINLAND PLC.COUNTRY FINLAND.CITY HELSINKIɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴄᴀʟʟ ᴍʏ ᴍᴏʙɪʟᴇ ғʀᴏᴍ ғɪɴʟᴀɴᴅ, (+358)440551181.ɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴛᴏ ʀᴇsᴘᴏɴᴅ ʙᴀᴄᴋ ᴛᴏ ᴛʜɪs ᴇᴍᴀɪʟ.: ⏩gentlemengogovevo@gmail.com .......ᴏᴛʜᴇʀ ᴡᴀʏs ᴛᴏ ɢɪᴠᴇ. ⏩https://www.gofundme.com/gentlemengogovevoᴡʜᴇɴ ʏᴏᴜ ᴅᴏɴᴀᴛᴇ ᴜsɪɴɢ ʏᴏᴜʀ ᴘᴀʏᴘᴀʟ. ᴛʜɪs ɪs ᴍʏ ᴇᴍᴀɪʟ ᴘᴀʏᴘᴀʟ. ⏩ jerome.merla@yahoo.comᴏᴛʜᴇʀ ᴡᴀʏs ɪғ ʏᴏᴜ ᴡᴀɴᴛ ᴛᴏ ᴘᴀʏ ᴍᴇ, ᴊᴜsᴛ ɢᴏ ᴛᴏ  ʟɪɴᴋ ᴘᴀʏᴘᴀʟ. ⏩https://paypal.me/gentlemengogovevoᴇɴᴛᴇʀ ɪɴ ᴛʜᴇ ᴀᴍᴏᴜɴᴛ, ᴀɴᴅ sᴇɴᴅ ᴍᴇ ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.",0.15
HAPPY Creative....💟💟💟💟@vindiesel,0.8
Ok,0.5
"@martinscorsese_ OFFER ME MOVIE ROVE? @vindiesel @leonardodicapriofdn BEFORE IT'S TO LATE LISTEN TO ME ONE OF THE BEST GENIUS..STOP IMMEDIATELY GAS STATION AROUND THE GLOBE! WHEN WE HAVE A FAIR AMOUNT OF TREES THEN.. OXYGEN WILL TRANSFORM INTO GREAT ENERGY FOR OUR PLANET.. THAT MEAN (RESET) PLANET SPEED CHANGE .. ROTATION SPEED...THEN..CLIMATE CHANGE NORMALLY AND ANIMALS BECOMES HAPPY !! BUT, CLIMATE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP GAS STATION!!! CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP TO BUILD CITY. CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT BUILD FOREST. TREE IS LIKE GOLD!!! IS ALL ABOUT TREE..WE NEED BACK ALL THE TREE.. THEN AUTOMATICALLY PLANET WILL CHANGE BACK LIKE 200 YEARS AGO..WATER BECOMES CLEAN..JUST BELIEVED ME AND FOR START SEND ME ᴍᴏɴᴇʏ 💴 I AM AN HERO!! THE BEST STATION EVER IS ELECTRIC VEHICLE CHARGING STATION. TO SAVE OUR PLANET AND FOR CLEAN WATER STOP GAS STATION! AND BUILD FOREST!!!!!!!! I AM GOD!!!!!I'm sad because I don't have ᴍᴏɴᴇʏ, ɴᴏᴛʜɪɴɢ ʙᴇᴛᴛᴇʀ ᴛʜᴀɴ ᴀ 2018 ғᴜʟʟ ᴏғ ᴍᴏɴᴇʏ 💴 Ok ᴍᴀᴋᴇ ᴍᴇ ʜᴀᴘᴘʏ, make me smile! @leonardodicaprio @vindiesel 🅳🅾🅽🅰🆃🅴 ɴᴏᴡ ᴛᴏ ʜᴇʟᴘ, ʙᴀɴᴋ ᴅᴇᴛᴀɪʟs :: ʙᴀɴᴋ ɴᴀᴍᴇ: NORDEA BANK FINLAND PLCʀᴇᴄᴇɪᴠᴇʀ: Jerome Merla ᴀᴄᴄᴏᴜɴᴛ ɴᴜᴍʙᴇʀ:FI96 1107 3500 3521 94ɪʙᴀɴ: FI96 1107 3500 3521 94ʙɪᴄ: NDEAFIHHNORDEA BANK FINLAND PLC.COUNTRY FINLAND.CITY HELSINKIɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴄᴀʟʟ ᴍʏ ᴍᴏʙɪʟᴇ ғʀᴏᴍ ғɪɴʟᴀɴᴅ, (+358)440551181.ɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴛᴏ ʀᴇsᴘᴏɴᴅ ʙᴀᴄᴋ ᴛᴏ ᴛʜɪs ᴇᴍᴀɪʟ.: ⏩gentlemengogovevo@gmail.com .......ᴏᴛʜᴇʀ ᴡᴀʏs ᴛᴏ ɢɪᴠᴇ. ⏩https://www.gofundme.com/gentlemengogovevoᴡʜᴇɴ ʏᴏᴜ ᴅᴏɴᴀᴛᴇ ᴜsɪɴɢ ʏᴏᴜʀ ᴘᴀʏᴘᴀʟ. ᴛʜɪs ɪs ᴍʏ ᴇᴍᴀɪʟ ᴘᴀʏᴘᴀʟ. ⏩ jerome.merla@yahoo.comᴏᴛʜᴇʀ ᴡᴀʏs ɪғ ʏᴏᴜ ᴡᴀɴᴛ ᴛᴏ ᴘᴀʏ ᴍᴇ, ᴊᴜsᴛ ɢᴏ ᴛᴏ  ʟɪɴᴋ ᴘᴀʏᴘᴀʟ. ⏩https://paypal.me/gentlemengogovevoᴇɴᴛᴇʀ ɪɴ ᴛʜᴇ ᴀᴍᴏᴜɴᴛ, ᴀɴᴅ sᴇɴᴅ ᴍᴇ ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.",0.15
HAPPY Creative....💟💟💟💟@vindiesel,0.8
Ok,0.5
"@martinscorsese_ OFFER ME MOVIE ROVE? @vindiesel @leonardodicapriofdn BEFORE IT'S TO LATE LISTEN TO ME ONE OF THE BEST GENIUS..STOP IMMEDIATELY GAS STATION AROUND THE GLOBE! WHEN WE HAVE A FAIR AMOUNT OF TREES THEN.. OXYGEN WILL TRANSFORM INTO GREAT ENERGY FOR OUR PLANET.. THAT MEAN (RESET) PLANET SPEED CHANGE .. ROTATION SPEED...THEN..CLIMATE CHANGE NORMALLY AND ANIMALS BECOMES HAPPY !! BUT, CLIMATE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP GAS STATION!!! CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT STOP TO BUILD CITY. CLIMATE CHANGE & ATMOSPHERIC POLLUTION WILL ONLY GET WORSE IF WE NOT BUILD FOREST. TREE IS LIKE GOLD!!! IS ALL ABOUT TREE..WE NEED BACK ALL THE TREE.. THEN AUTOMATICALLY PLANET WILL CHANGE BACK LIKE 200 YEARS AGO..WATER BECOMES CLEAN..JUST BELIEVED ME AND FOR START SEND ME ᴍᴏɴᴇʏ 💴 I AM AN HERO!! THE BEST STATION EVER IS ELECTRIC VEHICLE CHARGING STATION. TO SAVE OUR PLANET AND FOR CLEAN WATER STOP GAS STATION! AND BUILD FOREST!!!!!!!! I AM GOD!!!!!I'm sad because I don't have ᴍᴏɴᴇʏ, ɴᴏᴛʜɪɴɢ ʙᴇᴛᴛᴇʀ ᴛʜᴀɴ ᴀ 2018 ғᴜʟʟ ᴏғ ᴍᴏɴᴇʏ 💴 Ok ᴍᴀᴋᴇ ᴍᴇ ʜᴀᴘᴘʏ, make me smile! @leonardodicaprio @vindiesel 🅳🅾🅽🅰🆃🅴 ɴᴏᴡ ᴛᴏ ʜᴇʟᴘ, ʙᴀɴᴋ ᴅᴇᴛᴀɪʟs :: ʙᴀɴᴋ ɴᴀᴍᴇ: NORDEA BANK FINLAND PLCʀᴇᴄᴇɪᴠᴇʀ: Jerome Merla ᴀᴄᴄᴏᴜɴᴛ ɴᴜᴍʙᴇʀ:FI96 1107 3500 3521 94ɪʙᴀɴ: FI96 1107 3500 3521 94ʙɪᴄ: NDEAFIHHNORDEA BANK FINLAND PLC.COUNTRY FINLAND.CITY HELSINKIɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴄᴀʟʟ ᴍʏ ᴍᴏʙɪʟᴇ ғʀᴏᴍ ғɪɴʟᴀɴᴅ, (+358)440551181.ɪғ ʏᴏᴜ ʜᴀᴠᴇ ǫᴜᴇsᴛɪᴏɴs, ᴛᴏ ʀᴇsᴘᴏɴᴅ ʙᴀᴄᴋ ᴛᴏ ᴛʜɪs ᴇᴍᴀɪʟ.: ⏩gentlemengogovevo@gmail.com .......ᴏᴛʜᴇʀ ᴡᴀʏs ᴛᴏ ɢɪᴠᴇ. ⏩https://www.gofundme.com/gentlemengogovevoᴡʜᴇɴ ʏᴏᴜ ᴅᴏɴᴀᴛᴇ ᴜsɪɴɢ ʏᴏᴜʀ ᴘᴀʏᴘᴀʟ. ᴛʜɪs ɪs ᴍʏ ᴇᴍᴀɪʟ ᴘᴀʏᴘᴀʟ. ⏩ jerome.merla@yahoo.comᴏᴛʜᴇʀ ᴡᴀʏs ɪғ ʏᴏᴜ ᴡᴀɴᴛ ᴛᴏ ᴘᴀʏ ᴍᴇ, ᴊᴜsᴛ ɢᴏ ᴛᴏ  ʟɪɴᴋ ᴘᴀʏᴘᴀʟ. ⏩https://paypal.me/gentlemengogovevoᴇɴᴛᴇʀ ɪɴ ᴛʜᴇ ᴀᴍᴏᴜɴᴛ, ᴀɴᴅ sᴇɴᴅ ᴍᴇ ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.ᴛʜᴇ ᴘᴀʏᴍᴇɴᴛ. ʙᴇᴄᴀᴜsᴇ ɪᴛ's ᴘᴀʏᴘᴀʟ, ʏᴏᴜ ᴋɴᴏᴡ ɪᴛ's ᴇᴀsɪᴇʀ ᴀɴᴅ ᴍᴏʀᴇ sᴇᴄᴜʀᴇ ᴛʜᴀɴ ᴄᴀʀʀʏɪɴɢ ᴄᴀsʜ. ᴅᴏɴ’ᴛ ʜᴀᴠᴇ ᴀ ᴘᴀʏᴘᴀʟ ᴀᴄᴄᴏᴜɴᴛ? ɴᴏ ᴡᴏʀʀɪᴇs, ɪᴛ's ǫᴜɪᴄᴋ ᴀɴᴅ ᴇᴀsʏ ᴛᴏ sɪɢɴ ᴜᴘ.",0.15
HAPPY Creative....💟💟💟💟@vindiesel,0.8
Did he direct the first Fast and the Furious? That movie will forever be my FAVORITE!,0.29375
Did he direct the first Fast and the Furious? That movie will forever be my FAVORITE!,0.29375
Did he direct the first Fast and the Furious? That movie will forever be my FAVORITE!,0.29375
Ask Rick why he hides his true wife and kids. The other one is not. He’s a candy ass.,0.11249999999999999
Love from India😍❤️,0.5
Ask Rick why he hides his true wife and kids. The other one is not. He’s a candy ass.,0.11249999999999999
Love from India😍❤️,0.5
Ask Rick why he hides his true wife and kids. The other one is not. He’s a candy ass.,0.11249999999999999
Love from India😍❤️,0.5
I love you 😘❤️💕 Darling and I always will forever and with all my heart and soul!!!!,1.0
Looking good 😍,0.7
Beautiful 💞🦋💞,0.85
Love this 🤩,0.5
Definitely love this,0.5
I love you 😘❤️💕 Darling and I always will forever and with all my heart and soul!!!!,1.0
Looking good 😍,0.7
Beautiful 💞🦋💞,0.85
Love this 🤩,0.5
Definitely love this,0.5
I love you 😘❤️💕 Darling and I always will forever and with all my heart and soul!!!!,1.0
Looking good 😍,0.7
Beautiful 💞🦋💞,0.85
Love this 🤩,0.5
Definitely love this,0.5
Love 💕 your pictures,0.5
Happy birthday,0.8
Meu sonho seria conhecer vc vindiesel ♥️😍😍 all love,0.5
Love 💕 your pictures,0.5
Happy birthday,0.8
Meu sonho seria conhecer vc vindiesel ♥️😍😍 all love,0.5
Love 💕 your pictures,0.5
Happy birthday,0.8
Meu sonho seria conhecer vc vindiesel ♥️😍😍 all love,0.5
I love this post I think it's wonderful we should all live by his words,0.5454545454545454
Are you ok Vin 😢,0.5
I love this post I think it's wonderful we should all live by his words,0.5454545454545454
Are you ok Vin 😢,0.5
I love this post I think it's wonderful we should all live by his words,0.5454545454545454
Are you ok Vin 😢,0.5
You’re a great actor but wat I love about u family is first never change many blessings ❤️,0.5125
Nice,0.6
You’re a great actor but wat I love about u family is first never change many blessings ❤️,0.5125
Nice,0.6
You’re a great actor but wat I love about u family is first never change many blessings ❤️,0.5125
Nice,0.6
So sweet,0.35
You’re a precious little girl  All Love pauline ♥️🙏🏻💝💝💝💝😘😍🌷🌷🌷🌷,0.2708333333333333
Adorable little  Pauline  all love,0.2708333333333333
Pablo is so proud ❤️,0.8
Blessings on that beautiful babygirl😚,0.85
So sweet,0.35
You’re a precious little girl  All Love pauline ♥️🙏🏻💝💝💝💝😘😍🌷🌷🌷🌷,0.2708333333333333
Adorable little  Pauline  all love,0.2708333333333333
Pablo is so proud ❤️,0.8
Blessings on that beautiful babygirl😚,0.85
So sweet,0.35
You’re a precious little girl  All Love pauline ♥️🙏🏻💝💝💝💝😘😍🌷🌷🌷🌷,0.2708333333333333
Adorable little  Pauline  all love,0.2708333333333333
Pablo is so proud ❤️,0.8
Blessings on that beautiful babygirl😚,0.85
@vindiesel @oneracefilms  thank you for all the love you have shown the world ! You have given us the gift of showing us how dedicated you are to keeping us smiling and leaving wanting more ! Thank you and God bless !,0.703125
"Much, much.",0.2
:-),0.5
"The most actors who I know , they don't use social media too mush , but you , you use it too mush",0.26666666666666666
ready kit?,0.2
Love uuuuu,0.5
@vindiesel @oneracefilms  thank you for all the love you have shown the world ! You have given us the gift of showing us how dedicated you are to keeping us smiling and leaving wanting more ! Thank you and God bless !,0.703125
"Much, much.",0.2
:-),0.5
"The most actors who I know , they don't use social media too mush , but you , you use it too mush",0.26666666666666666
ready kit?,0.2
Love uuuuu,0.5
@vindiesel @oneracefilms  thank you for all the love you have shown the world ! You have given us the gift of showing us how dedicated you are to keeping us smiling and leaving wanting more ! Thank you and God bless !,0.703125
"Much, much.",0.2
:-),0.5
"The most actors who I know , they don't use social media too mush , but you , you use it too mush",0.26666666666666666
ready kit?,0.2
Love uuuuu,0.5
Love is Jesus and family 😍,0.5
That's so very true and so deep too,0.22749999999999998
True. Agree a 100 %. Your Biggest Fans From Indonesia :Ira'A.,0.35
All love xxxxxx,0.5
Hell yeah:),0.5
love it,0.5
Love is Jesus and family 😍,0.5
That's so very true and so deep too,0.22749999999999998
True. Agree a 100 %. Your Biggest Fans From Indonesia :Ira'A.,0.35
All love xxxxxx,0.5
Hell yeah:),0.5
love it,0.5
Love is Jesus and family 😍,0.5
That's so very true and so deep too,0.22749999999999998
True. Agree a 100 %. Your Biggest Fans From Indonesia :Ira'A.,0.35
All love xxxxxx,0.5
Hell yeah:),0.5
love it,0.5
"I love this,father and daughter 😍 plus the song is great as well ❤️🔥😍",0.65
Wow sir very nice,0.44
Love Love love❤️,0.5
"I love this,father and daughter 😍 plus the song is great as well ❤️🔥😍",0.65
Wow sir very nice,0.44
Love Love love❤️,0.5
"I love this,father and daughter 😍 plus the song is great as well ❤️🔥😍",0.65
Wow sir very nice,0.44
Love Love love❤️,0.5
Cool,0.35
Cool,0.35
Cool,0.35
Sexy in white,0.25
Sexy in white,0.25
Sexy in white,0.25
Hii love you babe family❤️❤️❤️❤️,0.5
Hii love you babe family❤️❤️❤️❤️,0.5
Hii love you babe family❤️❤️❤️❤️,0.5
Someone will love you,0.5
Dotty❤️❤️❤️❤️I love you @vindiesel ❤️❤️❤️❤️,0.5
Aww,0.3
Domletty I love u both,0.5
Love story😍,0.5
Someone will love you,0.5
Dotty❤️❤️❤️❤️I love you @vindiesel ❤️❤️❤️❤️,0.5
Aww,0.3
Domletty I love u both,0.5
Love story😍,0.5
Someone will love you,0.5
Dotty❤️❤️❤️❤️I love you @vindiesel ❤️❤️❤️❤️,0.5
Aww,0.3
Domletty I love u both,0.5
Love story😍,0.5
❤️ The Riddick Series-never did get my own personal teacup ☕️ 💪🏻,0.3
Love the Riddick movies Vin 🙌,0.5
❤️ The Riddick Series-never did get my own personal teacup ☕️ 💪🏻,0.3
Love the Riddick movies Vin 🙌,0.5
❤️ The Riddick Series-never did get my own personal teacup ☕️ 💪🏻,0.3
Love the Riddick movies Vin 🙌,0.5
Magic is in family,0.5
Always love!!! 💜💜💜🙂🙂🙂,0.9765625
I'm in love with uuuuuuuuuuu ❤️🔫❤️🔫❤️🔫🙊🔫,0.5
hes a good lookin dude @sean_leonard25,0.7
@toodank_4u magic kissface vin,0.5
"Nah, this one looks more like @frankjlombardo ... @michalineschmidt @_femalewalter_ #AmIRight?",0.5
Magic is in family,0.5
Always love!!! 💜💜💜🙂🙂🙂,0.9765625
I'm in love with uuuuuuuuuuu ❤️🔫❤️🔫❤️🔫🙊🔫,0.5
hes a good lookin dude @sean_leonard25,0.7
@toodank_4u magic kissface vin,0.5
"Nah, this one looks more like @frankjlombardo ... @michalineschmidt @_femalewalter_ #AmIRight?",0.5
Magic is in family,0.5
Always love!!! 💜💜💜🙂🙂🙂,0.9765625
I'm in love with uuuuuuuuuuu ❤️🔫❤️🔫❤️🔫🙊🔫,0.5
hes a good lookin dude @sean_leonard25,0.7
@toodank_4u magic kissface vin,0.5
"Nah, this one looks more like @frankjlombardo ... @michalineschmidt @_femalewalter_ #AmIRight?",0.5
Amy was excited to remarry me uh died and buried . She was ready to have me stay at her house . Tough break for me vin diesel . Uncle Vincent's buddy . @mrodofficial,0.06203703703703702
My favorite character in the movies? Dominic Toretto. You are awesome 👏,0.75
Love dom❤️,0.5
Amy was excited to remarry me uh died and buried . She was ready to have me stay at her house . Tough break for me vin diesel . Uncle Vincent's buddy . @mrodofficial,0.06203703703703702
My favorite character in the movies? Dominic Toretto. You are awesome 👏,0.75
Love dom❤️,0.5
Amy was excited to remarry me uh died and buried . She was ready to have me stay at her house . Tough break for me vin diesel . Uncle Vincent's buddy . @mrodofficial,0.06203703703703702
My favorite character in the movies? Dominic Toretto. You are awesome 👏,0.75
Love dom❤️,0.5
I will more movies..,0.5
"Vin Diesel, you think way to high of yourself.",0.16
Love your 🍿 movie 🎦 allways😀😀😀,0.5
I will more movies..,0.5
"Vin Diesel, you think way to high of yourself.",0.16
Love your 🍿 movie 🎦 allways😀😀😀,0.5
I will more movies..,0.5
"Vin Diesel, you think way to high of yourself.",0.16
Love your 🍿 movie 🎦 allways😀😀😀,0.5
"i want to help peoplewill you help me build a ⛪church ,, i am a driver i don't have much money",0.2
So nice seeing you in a real shirt,0.4
Great Job Vin,0.8
"i want to help peoplewill you help me build a ⛪church ,, i am a driver i don't have much money",0.2
So nice seeing you in a real shirt,0.4
Great Job Vin,0.8
"i want to help peoplewill you help me build a ⛪church ,, i am a driver i don't have much money",0.2
So nice seeing you in a real shirt,0.4
Great Job Vin,0.8
You have a very good dad....very supportive,0.705
Mark! Great memories of you and the family driving to Newark airport when you left NY to LA for the start of your amazing career. ❤️,0.46666666666666673
Mr. Irving is the best!,1.0
Ja.  Lucky u....That's great that u still have a good daddy.  Mine died last June.  Still missing him too.,0.32666666666666666
"Omg Mr. Vincent!!! The sweetest man!! He looks great!! Does not age!!! Say hi to Samantha, your mom and rest of the gang!!!!",1.0
"YOU ARE BLESSED TO HAVE WONDERFUL PARENTS ,NOT ALL OF US DO .",1.0
You have a very good dad....very supportive,0.705
Mark! Great memories of you and the family driving to Newark airport when you left NY to LA for the start of your amazing career. ❤️,0.46666666666666673
Mr. Irving is the best!,1.0
Ja.  Lucky u....That's great that u still have a good daddy.  Mine died last June.  Still missing him too.,0.32666666666666666
"Omg Mr. Vincent!!! The sweetest man!! He looks great!! Does not age!!! Say hi to Samantha, your mom and rest of the gang!!!!",1.0
"YOU ARE BLESSED TO HAVE WONDERFUL PARENTS ,NOT ALL OF US DO .",1.0
You have a very good dad....very supportive,0.705
Mark! Great memories of you and the family driving to Newark airport when you left NY to LA for the start of your amazing career. ❤️,0.46666666666666673
Mr. Irving is the best!,1.0
Ja.  Lucky u....That's great that u still have a good daddy.  Mine died last June.  Still missing him too.,0.32666666666666666
"Omg Mr. Vincent!!! The sweetest man!! He looks great!! Does not age!!! Say hi to Samantha, your mom and rest of the gang!!!!",1.0
"YOU ARE BLESSED TO HAVE WONDERFUL PARENTS ,NOT ALL OF US DO .",1.0
Stand-Up Comedy??? Nice !,0.75
Love Groot ❤️👍😘😍,0.5
"Multi-talented, nothing but love for you✌🏽",0.5
Stand-Up Comedy??? Nice !,0.75
Love Groot ❤️👍😘😍,0.5
"Multi-talented, nothing but love for you✌🏽",0.5
Stand-Up Comedy??? Nice !,0.75
Love Groot ❤️👍😘😍,0.5
"Multi-talented, nothing but love for you✌🏽",0.5
I love that film,0.5
"I love this artwork, who designed this?!",0.625
Loved this movie want to watch it again so badly,5.551115123125783e-17
What. Is. New film,0.13636363636363635
Good luck for the new movie,0.41818181818181815
I love that film,0.5
"I love this artwork, who designed this?!",0.625
Loved this movie want to watch it again so badly,5.551115123125783e-17
What. Is. New film,0.13636363636363635
Good luck for the new movie,0.41818181818181815
I love that film,0.5
"I love this artwork, who designed this?!",0.625
Loved this movie want to watch it again so badly,5.551115123125783e-17
What. Is. New film,0.13636363636363635
Good luck for the new movie,0.41818181818181815
Love yani aşk..,0.5
Love Love Love,0.5
good director😘,0.7
Love you so much!,0.375
Love yani aşk..,0.5
Love Love Love,0.5
good director😘,0.7
Love you so much!,0.375
Love yani aşk..,0.5
Love Love Love,0.5
good director😘,0.7
Love you so much!,0.375
stay strong 💪  God 🙏 love a try,0.4666666666666667
This is a beautiful message you sent New York will always be New York the powerful place to be,0.35568181818181815
It's always a wonderful drive to drive up beside the East River,1.0
The best men the Movie it’s number on in the world Thank you good men ❤️,0.85
stay strong 💪  God 🙏 love a try,0.4666666666666667
