Comments,sentiment
It's me said alone go movie summer nyc tht all. So what said not friend u deaf men no more again. I knew that said bitch u catch find jasmin deshields hide serious phone call deaf he tall hand tattoo turn build hotel tht 2012 year summer tht all. Jesus christ lord god amen. 👼🙏,-0.29166666666666663
It's me said alone go movie summer nyc tht all. So what said not friend u deaf men no more again. I knew that said bitch u catch find jasmin deshields hide serious phone call deaf he tall hand tattoo turn build hotel tht 2012 year summer tht all. Jesus christ lord god amen. 👼🙏,-0.29166666666666663
It's me said alone go movie summer nyc tht all. So what said not friend u deaf men no more again. I knew that said bitch u catch find jasmin deshields hide serious phone call deaf he tall hand tattoo turn build hotel tht 2012 year summer tht all. Jesus christ lord god amen. 👼🙏,-0.29166666666666663
are you serious fast 8 coming soon,-0.06666666666666665
R u having fast 8 bc my cousin say no bc Paul died :(,-0.275
are you serious fast 8 coming soon,-0.06666666666666665
R u having fast 8 bc my cousin say no bc Paul died :(,-0.275
are you serious fast 8 coming soon,-0.06666666666666665
R u having fast 8 bc my cousin say no bc Paul died :(,-0.275
Looks bad ass,-0.6999999999999998
Looks bad ass,-0.6999999999999998
Looks bad ass,-0.6999999999999998
I’m missing your live ☺️,-0.03181818181818183
I’m missing your live ☺️,-0.03181818181818183
I’m missing your live ☺️,-0.03181818181818183
@mlarson34 not sure why you're 37 weeks deep on Vin Diesel's Instagram but thanks for this,-0.016666666666666663
@mlarson34 not sure why you're 37 weeks deep on Vin Diesel's Instagram but thanks for this,-0.016666666666666663
@mlarson34 not sure why you're 37 weeks deep on Vin Diesel's Instagram but thanks for this,-0.016666666666666663
@vindiesel i want dat shirt...:(,-0.75
Really wish to view behind the scene.,-0.1
@vindiesel i want dat shirt...:(,-0.75
Really wish to view behind the scene.,-0.1
@vindiesel i want dat shirt...:(,-0.75
Really wish to view behind the scene.,-0.1
sorry,-0.5
"In the name of God and the name of the Persian Gulf, Iranian soldier always am no matter what I do on the Bay name language URI, because a letter does not listen crazy crazy, just until there's an Iranian like th milk of all ahtramsh are always so afraid of nothing and start on the language of Iran. Iran's zeal as alwaysnnnnnn",-0.6
sorry,-0.5
"In the name of God and the name of the Persian Gulf, Iranian soldier always am no matter what I do on the Bay name language URI, because a letter does not listen crazy crazy, just until there's an Iranian like th milk of all ahtramsh are always so afraid of nothing and start on the language of Iran. Iran's zeal as alwaysnnnnnn",-0.6
sorry,-0.5
"In the name of God and the name of the Persian Gulf, Iranian soldier always am no matter what I do on the Bay name language URI, because a letter does not listen crazy crazy, just until there's an Iranian like th milk of all ahtramsh are always so afraid of nothing and start on the language of Iran. Iran's zeal as alwaysnnnnnn",-0.6
"Seriously, what you were thinking when you took this photo 🙆🏻‍♂️👀",-0.3333333333333333
"Seriously, what you were thinking when you took this photo 🙆🏻‍♂️👀",-0.3333333333333333
"Seriously, what you were thinking when you took this photo 🙆🏻‍♂️👀",-0.3333333333333333
This image hit me hard.,-0.2916666666666667
This image hit me hard.,-0.2916666666666667
This image hit me hard.,-0.2916666666666667
Hands down one of my favorites Babylon AD 🔥🔥🔥,-0.15555555555555559
Hands down one of my favorites Babylon AD 🔥🔥🔥,-0.15555555555555559
Hands down one of my favorites Babylon AD 🔥🔥🔥,-0.15555555555555559
She's ugly 😑,-0.7
She's ugly 😑,-0.7
She's ugly 😑,-0.7
"I remember Justin Lin who played Lance Nguyen, the secondary antagonist of Fast and Furious 1",-0.04999999999999999
"I remember Justin Lin who played Lance Nguyen, the secondary antagonist of Fast and Furious 1",-0.04999999999999999
"I remember Justin Lin who played Lance Nguyen, the secondary antagonist of Fast and Furious 1",-0.04999999999999999
Get a role in black 100 % movie,-0.16666666666666666
Get a role in black 100 % movie,-0.16666666666666666
Get a role in black 100 % movie,-0.16666666666666666
Look tired vin,-0.4
Look tired vin,-0.4
Look tired vin,-0.4
Real talk did you fuck them kids,-0.1
"What do you mean ""getting it in,"" Vin?",-0.3125
Real talk did you fuck them kids,-0.1
"What do you mean ""getting it in,"" Vin?",-0.3125
Real talk did you fuck them kids,-0.1
"What do you mean ""getting it in,"" Vin?",-0.3125
@mmorales_baby she was just on ET week or so ago profiling her family. Maybe ET got it wrong. But anyhoo its not a big deal.,-0.25
@pinkangel4eva she's not married and she doesn't have any kids....you must be thinking of someone else.,-0.125
@mmorales_baby she was just on ET week or so ago profiling her family. Maybe ET got it wrong. But anyhoo its not a big deal.,-0.25
@pinkangel4eva she's not married and she doesn't have any kids....you must be thinking of someone else.,-0.125
@mmorales_baby she was just on ET week or so ago profiling her family. Maybe ET got it wrong. But anyhoo its not a big deal.,-0.25
@pinkangel4eva she's not married and she doesn't have any kids....you must be thinking of someone else.,-0.125
